post_id;post_name;version;tags_number;is_featured;score;created_at_day;created_at_daytime;launched_day;is_best_time_to_launch;is_best_day_to_launch;is_weekend;text_description_length;sentence_length_in_the_description;Bullet_points_explicit_features;emoji_in_description;tagline_length;emoji_in_tagline;are_there_video;are_there_tweetable_images;are_there_gif_images;number_of_gif;offers;promo_discount_codes;are_there_questions;hunter_id;hunter_name;hunter_has_twitter;hunter_has_website;hunter_followers;hunter_apps_made;hunter_follows_up_on_comments;maker_id;maker_name;maker_has_twitter;maker_has_website;maker_followers;maker_follows_up_on_comments
130727;Aha! Notebooks;1.0;2;Yes;168;12/07/2018;12/07/2018 02:33:53;Thursday;Yes;No;No;Medium;Short;No;No;Medium;No;Yes;No;Yes;1;No;No;No;33650;Brian de Haaff;Yes;Yes;Low;Satisfactory;Yes;1267;Chris Waters;Yes;Yes;Low;No
130729;Clock In;1.0;3;Yes;65;12/07/2018;12/07/2018 00:23:35;Thursday;Yes;No;No;Medium;Short;No;No;Long;No;No;Yes;Yes;1;No;No;No;1338467;Jordan Ford;Yes;Yes;Low;Few;Yes;177302;Logan Isitt;Yes;Yes;Low;Yes
130758;TripTuner;1.0;2;Yes;67;13/07/2018;13/07/2018 00:00:00;Friday;No;No;No;Long;Medium;No;No;Short;No;No;No;No;0;No;No;Yes;461744;Milind Shah;Yes;No;Low;Few;Yes;1350908;Tedd Evers;Yes;Yes;Low;Yes
130762;Curaite;1.0;5;Yes;186;13/07/2018;13/07/2018 00:00:00;Friday;No;No;No;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1346775;Haldun Oz;No;Yes;Low;Few;Yes;1356209;Arda Kert;Yes;Yes;Low;No
130764;VASTCLICKS - Attract, Convert And Retain More Customers;1.0;9;Yes;74;12/07/2018;12/07/2018 04:48:51;Thursday;Yes;No;No;Long;Medium;No;No;Medium;No;Yes;No;Yes;2;No;No;No;18392;GRANT☁️;Yes;Yes;Low;Satisfactory;Yes;1290962;Stuart McLeod;Yes;Yes;Low;Yes
130766;LightBox;2.0;3;Yes;656;26/07/2018;26/07/2018 00:00:00;Thursday;No;No;No;Medium;Short;No;No;Medium;No;Yes;No;Yes;1;No;No;No;1243853;Steven J. Selcuk;No;No;Low;Few;Yes;548;P A S Q U A L E;Yes;Yes;Low;Yes
130770;Trafi;1.0;1;Yes;76;13/07/2018;13/07/2018 00:00:00;Friday;No;No;No;Medium;Short;No;No;Short;No;No;No;No;0;No;No;Yes;1345959;Jemshit Iskenderov;Yes;No;Low;Few;Yes;3199;Tautvydas Gylys;Yes;No;Low;No
130774;cure.fit alexa skill;1.0;2;No;4;12/07/2018;12/07/2018 07:35:59;Thursday;Yes;No;No;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;No;552062;Keerthy Shanmuga Sundaram;No;No;Low;Few;No;552062;Keerthy Shanmuga Sundaram;No;No;Low;No
130783;Keepest;1.0;6;Yes;138;13/07/2018;13/07/2018 00:00:00;Friday;No;No;No;Long;Short;No;No;Long;No;Yes;No;Yes;1;No;No;No;1343451;Jacek Markowski;No;No;Low;Few;Yes;1343451;Jacek Markowski;No;No;Low;Yes
130788;Formlabs;1.0;3;Yes;48;13/07/2018;13/07/2018 00:00:00;Friday;No;No;No;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;13604;Ashley Laurel;Yes;Yes;Low;Few;Yes;189391;Maxim Lobovsky;Yes;Yes;Low;No
130790;Freebiebucket;1.0;5;Yes;514;13/07/2018;13/07/2018 00:00:00;Friday;No;No;No;Short;Short;No;No;Medium;No;No;No;No;0;No;No;Yes;262252;Mucahit Tutuncu;Yes;No;Low;Few;Yes;424546;İmren Karyağdı;Yes;No;Low;Yes
130791;Microsoft Whiteboard;1.0;2;Yes;520;13/07/2018;13/07/2018 00:00:00;Friday;No;No;No;Long;Short;No;No;Long;No;Yes;No;No;0;No;No;Yes;20129;Ian Mikutel;Yes;Yes;Low;Few;Yes;20129;Ian Mikutel;Yes;Yes;Low;Yes
130792;YourTour;1.0;3;Yes;62;13/07/2018;13/07/2018 00:00:00;Friday;No;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;Yes;1346653;Craig Fitzgerald;No;Yes;Low;Few;Yes;1350418;Brett Harding;No;No;Low;No
130803;Slack Presence;1.0;3;Yes;111;14/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Medium;Long;No;No;Long;No;No;No;No;0;No;No;Yes;1348817;wes;Yes;Yes;Low;Few;Yes;1348817;wes;Yes;Yes;Low;Yes
130812;Monstapals;1.0;3;No;5;12/07/2018;12/07/2018 22:33:25;Thursday;No;No;No;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;1294808;Dev Mukherjee;Yes;Yes;Low;Few;No;1294808;Dev Mukherjee;Yes;Yes;Low;No
130815;FairPay;1.0;1;Yes;201;13/07/2018;13/07/2018 01:57:59;Friday;Yes;No;No;Short;Short;No;No;Short;No;No;No;Yes;1;No;No;No;160382;Marc Perel;Yes;Yes;Low;Satisfactory;Yes;9100;Sean Park;Yes;No;Low;Yes
130816;PolyCam - Instant Film Camera;1.0;2;No;5;13/07/2018;13/07/2018 00:01:35;Friday;Yes;No;No;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;1347835;Zoe Cheung;Yes;No;Low;Few;No;1350428;coong;Yes;No;Low;No
130817;Done?;2.0;3;Yes;169;13/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Long;Short;No;No;Long;No;No;No;Yes;2;No;No;No;1288796;Olesya Chernyavskaya;Yes;Yes;Low;Few;No;1288796;Olesya Chernyavskaya;Yes;Yes;Low;Yes
130820;ColorGrab;1.0;1;Yes;323;13/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Short;Short;No;No;Long;No;Yes;No;No;0;No;No;No;14418;Tekeste Kidanu;Yes;Yes;Low;Satisfactory;Yes;14418;Tekeste Kidanu;Yes;Yes;Low;Yes
130821;Exp.gg;1.0;1;No;5;13/07/2018;13/07/2018 00:25:42;Friday;Yes;No;No;Short;Short;No;No;Short;No;No;No;No;0;No;No;No;1348242;expkirk;Yes;Yes;Low;Few;No;1348242;expkirk;Yes;Yes;Low;No
130822;Logg;1.0;5;Yes;106;13/07/2018;13/07/2018 02:53:38;Friday;Yes;No;No;Long;Short;No;No;Long;No;No;No;Yes;2;No;No;Yes;1306163;LOGG;No;Yes;Low;Few;Yes;1350490;Hakan Baybaş;Yes;Yes;Low;Yes
130823;AsiaTechNews;1.0;2;No;4;13/07/2018;13/07/2018 01:19:09;Friday;Yes;No;No;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;36071;Chris;Yes;Yes;Low;Satisfactory;No;36071;Chris;Yes;Yes;Low;No
130825;PriceGrab;1.0;3;No;5;13/07/2018;13/07/2018 02:06:49;Friday;Yes;No;No;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1342182;Farnoush;Yes;Yes;Low;Few;No;1342182;Farnoush;Yes;Yes;Low;No
130827;Symbols;1.0;5;Yes;95;13/07/2018;13/07/2018 03:37:24;Friday;Yes;No;No;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;339834;Tsutomu Narushima;Yes;Yes;Low;Few;Yes;339834;Tsutomu Narushima;Yes;Yes;Low;Yes
130828;ESPER LightCage;1.0;4;No;4;13/07/2018;13/07/2018 03:15:01;Friday;Yes;No;No;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;1343159;Nick Wright;Yes;Yes;Low;Few;No;1343159;Nick Wright;Yes;Yes;Low;Yes
130831;100+ resources for product managers: The complete list(2018);2018.0;3;No;6;13/07/2018;13/07/2018 03:49:27;Friday;Yes;No;No;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;279241;prasad lingawar;Yes;Yes;Low;Few;No;279241;prasad lingawar;Yes;Yes;Low;No
130832;Vegan Scanner;1.0;3;Yes;165;13/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;545784;Hammad Tariq;No;No;Low;Few;Yes;545784;Hammad Tariq;No;No;Low;No
130833;ESPER TriggerBox;1.0;3;No;4;13/07/2018;13/07/2018 04:06:34;Friday;Yes;No;No;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1343159;Nick Wright;Yes;Yes;Low;Few;No;1343159;Nick Wright;Yes;Yes;Low;Yes
130834;LyricsPoster;1.0;5;Yes;146;13/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1228790;quasebaum;Yes;No;Low;Few;Yes;1228790;quasebaum;Yes;No;Low;Yes
130835;I Code Dis;1.0;5;Yes;407;13/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Short;Short;No;No;Long;No;No;No;No;0;No;No;No;188259;Tom Michew;Yes;Yes;Low;Few;Yes;32809;Carol Skelly;Yes;Yes;Low;No
130838;WikiCompass;1.0;6;Yes;45;13/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Long;Medium;No;No;Medium;No;Yes;No;Yes;2;No;No;No;1319256;Phil Ammar;No;No;Low;Few;Yes;1319256;Phil Ammar;No;No;Low;Yes
130840;Splitty;2.0;4;Yes;45;13/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;1343431;Nishtha Dalal;Yes;Yes;Low;Few;Yes;1350750;Tushar Soni;Yes;No;Low;No
130850;Readme;1.0;0;No;4;13/07/2018;13/07/2018 08:27:38;Friday;Yes;No;No;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;1344716;Ismail Arafa;No;No;Low;Few;No;1344716;Ismail Arafa;No;No;Low;No
130851;PDFShift;1.0;2;Yes;654;13/07/2018;13/07/2018 08:29:08;Friday;Yes;No;No;Short;Medium;No;No;Long;No;No;No;Yes;1;No;No;No;989962;Afshana Diya;Yes;Yes;Low;Few;Yes;75533;Cyril;Yes;Yes;Low;Yes
130852;Myschedule.com;1.0;2;No;5;13/07/2018;13/07/2018 08:32:59;Friday;Yes;No;No;Short;Medium;No;No;Short;No;No;No;No;0;No;No;Yes;1321085;Stephen Tallia;Yes;Yes;Low;Few;Yes;1321085;Stephen Tallia;Yes;Yes;Low;Yes
130854;TripSee Concierge;1.0;2;No;6;13/07/2018;13/07/2018 09:08:23;Friday;No;No;No;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;591990;Robert Larmore;No;Yes;Low;Few;No;591990;Robert Larmore;No;Yes;Low;Yes
130861;WeNote - Notes, To-do lists, Reminders & Calendar;1.0;1;No;2;13/07/2018;13/07/2018 12:07:23;Friday;No;No;No;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;2495;Yan Cheng;Yes;Yes;Low;Few;No;2495;Yan Cheng;Yes;Yes;Low;No
130865;Thoughtful Jobs;1.0;4;Yes;141;13/07/2018;14/07/2018 00:00:00;Saturday;No;No;Yes;Long;Short;No;No;Medium;No;No;No;No;0;No;No;Yes;1243093;Jake Yeaton;Yes;Yes;Low;Few;Yes;1243093;Jake Yeaton;Yes;Yes;Low;No
130866;Zerodrop;1.0;2;No;3;13/07/2018;13/07/2018 13:04:15;Friday;No;No;No;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;1287402;Eli Grey;Yes;Yes;Low;Few;No;1287402;Eli Grey;Yes;Yes;Low;No
130872;fltr.;9.0;4;Yes;189;13/07/2018;13/07/2018 17:43:18;Friday;No;No;No;Long;Short;No;No;Medium;No;Yes;Yes;No;0;No;No;No;1351300;Eddie Flickinger;Yes;No;Low;Few;Yes;1351300;Eddie Flickinger;Yes;No;Low;Yes
130890;Gitstalk;1.0;4;Yes;182;13/07/2018;13/07/2018 20:00:46;Friday;No;No;No;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;1208245;Abhishek Sharma;No;Yes;Low;Few;Yes;1208245;Abhishek Sharma;No;Yes;Low;No
130891;RL3 Pattern Matching;1.0;2;No;3;13/07/2018;13/07/2018 21:53:46;Friday;No;No;No;Short;Short;Yes;Yes;Long;No;No;No;No;0;No;No;No;338116;Yuri Bürger;Yes;Yes;Low;Few;No;338264;Zoral Labs;Yes;Yes;Low;No
130892;Votre Beta;1.0;4;No;4;13/07/2018;13/07/2018 23:00:17;Friday;No;No;No;Long;Short;No;No;Medium;No;No;No;Yes;1;No;No;No;445674;Emil Bruckner;Yes;Yes;Low;Few;No;445674;Emil Bruckner;Yes;Yes;Low;Yes
130898;Command;3.0;3;Yes;279;14/07/2018;14/07/2018 00:00:55;Saturday;Yes;No;Yes;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;969654;Guillaume Bardet;Yes;Yes;Low;Satisfactory;Yes;196944;Zachary Shakked;Yes;Yes;Low;Yes
130899;FrameMyTweet;1.0;5;Yes;78;14/07/2018;14/07/2018 01:04:46;Saturday;Yes;No;Yes;Medium;Short;No;No;Long;No;No;No;No;0;No;No;Yes;102468;Cruize;Yes;Yes;Low;Few;Yes;102468;Cruize;Yes;Yes;Low;Yes
130900;Workspace Manager Chrome Extension;2.0;2;No;3;14/07/2018;14/07/2018 00:30:05;Saturday;Yes;No;Yes;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;1215300;Bob;Yes;No;Low;Few;No;1215300;Bob;Yes;No;Low;No
130903;Shine - Sparkle Camera;1.0;2;No;2;14/07/2018;14/07/2018 01:18:57;Saturday;Yes;No;Yes;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;1345799;胡文杰;No;Yes;Low;Few;No;1345799;胡文杰;No;Yes;Low;No
130914;Visits;1.0;5;Yes;686;15/07/2018;15/07/2018 00:00:00;Sunday;No;No;Yes;Long;Short;No;No;Long;No;No;No;No;0;No;No;Yes;1349647;Rohan Merchant;No;Yes;Low;Few;Yes;1349647;Rohan Merchant;No;Yes;Low;Yes
130915;Listify;1.0;4;Yes;568;14/07/2018;15/07/2018 00:00:00;Sunday;No;No;Yes;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;1029655;Yigang Zhou;No;No;Low;Few;Yes;1029655;Yigang Zhou;No;No;Low;Yes
130917;HappyPlants;1.0;7;Yes;140;14/07/2018;15/07/2018 00:00:00;Sunday;No;No;Yes;Long;Short;No;No;Long;No;No;No;No;0;No;No;Yes;565807;Moritz Kröger;Yes;Yes;Low;Few;Yes;565807;Moritz Kröger;Yes;Yes;Low;Yes
130918;BlueWallet;1.0;3;Yes;130;14/07/2018;15/07/2018 00:00:00;Sunday;No;No;Yes;Long;Short;No;No;Long;No;No;No;Yes;1;No;No;Yes;47340;Nuno Coelho;Yes;Yes;Low;Few;Yes;1351615;Igor Korsakov;Yes;Yes;Low;Yes
130920;static-contact-validatedForm;1.0;4;No;3;14/07/2018;14/07/2018 05:48:42;Saturday;Yes;No;Yes;Medium;Medium;No;No;Short;No;No;No;Yes;1;No;No;No;1268137;Kautilya Tripathi;Yes;Yes;Low;Few;No;1268137;Kautilya Tripathi;Yes;Yes;Low;No
130922;Buildcloud;1.0;1;Yes;47;14/07/2018;15/07/2018 00:00:00;Sunday;No;No;Yes;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;1349325;Cat Barrett;No;Yes;Low;Few;No;1349325;Cat Barrett;No;Yes;Low;No
130923;Cloudy;1.0;5;Yes;281;14/07/2018;15/07/2018 00:00:00;Sunday;No;No;Yes;Long;Medium;No;No;Medium;Yes;Yes;No;Yes;1;No;No;Yes;447104;Ciprian Redinciuc;Yes;No;Low;Few;Yes;447104;Ciprian Redinciuc;Yes;No;Low;Yes
130924;Story Saver - Lite;1.0;3;No;7;14/07/2018;14/07/2018 08:17:00;Saturday;Yes;No;Yes;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;989962;Afshana Diya;Yes;Yes;Low;Few;No;538061;Shathyan Raja;Yes;Yes;Low;No
130925;Fuelled;1.0;3;Yes;25;14/07/2018;15/07/2018 00:00:00;Sunday;No;No;Yes;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;873379;Owen Melbourne;Yes;Yes;Low;Few;No;873379;Owen Melbourne;Yes;Yes;Low;Yes
130932;Guppy;1.0;0;No;3;14/07/2018;14/07/2018 14:08:49;Saturday;No;No;Yes;Short;Short;Yes;Yes;Long;No;No;No;No;0;No;No;No;634851;Lionel;Yes;Yes;Low;Few;No;538596;Josh Comeau;Yes;Yes;Low;No
130933;v8n;1.0;2;No;4;14/07/2018;14/07/2018 15:42:22;Saturday;No;No;Yes;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;851192;Bruno;Yes;No;Low;Few;No;851192;Bruno;Yes;No;Low;No
130934;KintoHub;2.0;6;Yes;403;17/07/2018;17/07/2018 00:30:00;Tuesday;Yes;Yes;No;Long;Medium;No;No;Medium;No;Yes;No;Yes;1;No;No;Yes;23;Hiten Shah;Yes;Yes;High;Many;Yes;1231875;Joseph Cooper;Yes;Yes;Low;Yes
130935;Bittracker 2.0;1.0;6;Yes;42;14/07/2018;14/07/2018 17:12:35;Saturday;No;No;Yes;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;364359;Sam Eckert;Yes;Yes;Low;Few;Yes;364359;Sam Eckert;Yes;Yes;Low;Yes
130936;Wirepool;1.0;5;Yes;362;14/07/2018;15/07/2018 00:00:58;Sunday;Yes;No;Yes;Long;Short;No;No;Medium;No;No;No;No;0;No;No;Yes;311610;Jamal Mashal;Yes;Yes;Low;Few;Yes;311610;Jamal Mashal;Yes;Yes;Low;Yes
130937;FossURL;1.0;3;Yes;91;14/07/2018;14/07/2018 19:26:11;Saturday;No;No;Yes;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;1350619;Palash Bauri;Yes;Yes;Low;Few;Yes;1350619;Palash Bauri;Yes;Yes;Low;Yes
130938;Oso Easy Promo;1.0;3;No;2;14/07/2018;14/07/2018 20:19:12;Saturday;No;No;Yes;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;1350807;Adam;No;Yes;Low;Few;No;1350807;Adam;No;Yes;Low;Yes
130940;PentesterLab PRO;1.0;0;No;3;14/07/2018;14/07/2018 21:39:34;Saturday;No;No;Yes;Short;Short;Yes;Yes;Medium;No;No;No;No;0;No;No;No;683674;Louis Nyffenegger;No;No;Low;Few;No;683674;Louis Nyffenegger;No;No;Low;No
130941;Austillery;1.0;1;Yes;87;14/07/2018;15/07/2018 00:00:47;Sunday;Yes;No;Yes;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;687233;Timothy Chang;No;Yes;Low;Few;Yes;687233;Timothy Chang;No;Yes;Low;Yes
130943;MapKit JS helper;1.0;1;No;2;15/07/2018;15/07/2018 00:02:27;Sunday;Yes;No;Yes;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;1311323;Ruben;Yes;Yes;Low;Few;No;1311323;Ruben;Yes;Yes;Low;No
130944;Coin Registry;1.0;2;No;6;15/07/2018;15/07/2018 00:04:40;Sunday;Yes;No;Yes;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;30495;Raj Kadam;Yes;Yes;Low;Few;No;30495;Raj Kadam;Yes;Yes;Low;No
130945;All Side Projects;1.0;2;No;3;15/07/2018;15/07/2018 00:16:47;Sunday;Yes;No;Yes;Short;Short;No;No;Long;No;No;No;Yes;2;No;No;No;436579;Eugene Mironic;Yes;Yes;Low;Few;No;436579;Eugene Mironic;Yes;Yes;Low;Yes
130946;UProc for Sheets;1.0;9;Yes;66;15/07/2018;16/07/2018 00:00:00;Monday;No;No;No;Medium;Medium;No;No;Long;No;Yes;No;No;0;No;No;Yes;913475;Miquel Colomer;No;No;Low;Few;Yes;913475;Miquel Colomer;No;No;Low;Yes
130947;Halo for Amazon;1.0;4;Yes;38;15/07/2018;15/07/2018 01:57:55;Sunday;Yes;No;Yes;Long;Medium;No;Yes;Medium;No;No;No;No;0;No;No;No;1345058;MK;No;No;Low;Few;Yes;1345058;MK;No;No;Low;Yes
130950;DDoS Android App;1.0;5;No;3;15/07/2018;15/07/2018 02:05:50;Sunday;Yes;No;Yes;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;1319991;Dhruvil Shah;No;No;Low;Few;No;1319991;Dhruvil Shah;No;No;Low;No
130958;Turtle CSS;1.0;3;No;4;15/07/2018;15/07/2018 06:53:07;Sunday;Yes;No;Yes;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;1350619;Palash Bauri;Yes;Yes;Low;Few;Yes;1350619;Palash Bauri;Yes;Yes;Low;Yes
130960;Plasso Storefront;1.0;3;Yes;804;16/07/2018;16/07/2018 00:00:00;Monday;No;No;No;Long;Short;No;No;Long;No;Yes;No;Yes;1;No;No;No;4513;Drew Wilson;Yes;Yes;Low;Satisfactory;Yes;4513;Drew Wilson;Yes;Yes;Low;Yes
130962;How to Make Money Selling Digital Goods;1.0;1;No;4;15/07/2018;15/07/2018 11:27:07;Sunday;No;No;Yes;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;148219;Patrik Larsson;Yes;Yes;Low;Few;No;148219;Patrik Larsson;Yes;Yes;Low;No
130964;Fingage;1.0;3;Yes;48;15/07/2018;16/07/2018 00:24:07;Monday;Yes;Yes;No;Medium;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;1265785;Shubham Khandelwal;Yes;No;Low;Few;Yes;1265785;Shubham Khandelwal;Yes;No;Low;Yes
130986;Sunset;3.0;6;Yes;298;16/07/2018;16/07/2018 00:00:00;Monday;No;No;No;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;124718;Numan;Yes;No;Low;Few;Yes;697192;dcRay;Yes;Yes;Low;No
130990;Stitches;1.0;5;Yes;214;16/07/2018;16/07/2018 03:23:07;Monday;Yes;Yes;No;Long;Medium;No;No;Medium;No;Yes;No;No;0;No;No;No;1059163;Amie Chen;Yes;Yes;Low;Few;Yes;1059163;Amie Chen;Yes;Yes;Low;Yes
130991;DailyWall for Mac;1.0;4;Yes;226;16/07/2018;16/07/2018 00:48:33;Monday;Yes;Yes;No;Medium;Medium;No;No;Long;No;Yes;No;Yes;1;No;No;Yes;949559;Max;Yes;Yes;Low;Few;Yes;949559;Max;Yes;Yes;Low;Yes
130992;Abot 2.0;2.0 ;3;Yes;51;16/07/2018;16/07/2018 03:18:04;Monday;Yes;Yes;No;Long;Short;No;No;Long;No;Yes;No;Yes;1;No;No;No;502295;Pablo;Yes;Yes;Low;Few;No;502295;Pablo;Yes;Yes;Low;Yes
130994;Speakeasy;3.0;2;Yes;43;16/07/2018;16/07/2018 00:15:14;Monday;Yes;Yes;No;Medium;Medium;No;No;Long;No;No;Yes;No;0;Yes;No;No;18280;Chris Messina;Yes;Yes;Good;Satisfactory;Yes;1352818;Ale Paul;Yes;Yes;Low;No
130995;Free Chess Online;1.0;6;No;6;16/07/2018;16/07/2018 00:25:06;Monday;Yes;Yes;No;Short;Short;Yes;Yes;Short;No;No;No;No;0;No;No;No;1012956;Krishna;Yes;No;Low;Few;No;1012956;Krishna;Yes;No;Low;No
130996;UNI;1.0;2;No;5;16/07/2018;16/07/2018 00:40:31;Monday;Yes;Yes;No;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1174563;Omkar Kirpan;No;No;Low;Few;No;1357779;So Abhishek;No;No;Low;No
130997;LogoGraders;1.0;3;Yes;37;16/07/2018;17/07/2018 00:00:00;Tuesday;No;No;No;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1349646;J. C.;Yes;No;Low;Few;No;1349646;J. C.;Yes;No;Low;Yes
130998;Handlescout;1.0;2;Yes;407;16/07/2018;16/07/2018 02:21:29;Monday;Yes;Yes;No;Short;Medium;No;No;Long;No;No;No;No;0;No;No;Yes;1274985;Bjorn;Yes;Yes;Low;Few;Yes;1274985;Bjorn;Yes;Yes;Low;Yes
130999;Tab Switcher;1.0;4;Yes;138;16/07/2018;16/07/2018 02:38:06;Monday;Yes;Yes;No;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;537123;Alex Denk;No;No;Low;Few;Yes;537123;Alex Denk;No;No;Low;No
131000;MakersHunt;1.0;2;No;5;16/07/2018;16/07/2018 02:20:12;Monday;Yes;Yes;No;Long;Short;No;Yes;Medium;No;No;No;No;0;No;No;No;1350398;Alex Conner;Yes;Yes;Low;Few;No;1350398;Alex Conner;Yes;Yes;Low;No
131003;Timeqube;1.0;5;Yes;82;16/07/2018;16/07/2018 02:58:07;Monday;Yes;Yes;No;Long;Short;No;No;Long;No;No;No;Yes;1;No;No;No;1336165;Andy Dobrucki;Yes;Yes;Low;Few;Yes;1336165;Andy Dobrucki;Yes;Yes;Low;Yes
131004;Jaime;1.0;3;Yes;347;17/07/2018;17/07/2018 00:00:00;Tuesday;No;No;No;Medium;Medium;No;No;Short;No;No;No;Yes;2;No;No;Yes;991745;Luis Del Giudice;No;No;Low;Few;Yes;1352894;Denisse García;No;Yes;Low;No
131006;Hydejack 8;8.0;1;No;4;16/07/2018;16/07/2018 04:07:23;Monday;Yes;Yes;No;Medium;Long;No;No;Short;No;No;No;No;0;No;No;No;1059778;Florian Klampfer;Yes;Yes;Low;Few;No;1059778;Florian Klampfer;Yes;Yes;Low;No
131009;GridMaker;1.0;8;No;4;16/07/2018;16/07/2018 05:35:09;Monday;Yes;Yes;No;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;488690;GridMaker.IO;Yes;No;Low;Few;No;488690;GridMaker.IO;Yes;No;Low;No
131010;Hawaar;1.0;3;No;4;16/07/2018;16/07/2018 05:39:12;Monday;Yes;Yes;No;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;989962;Afshana Diya;Yes;Yes;Low;Few;No;1183584;Alisa Sherry;No;No;Low;No
131012;Festival Finder;1.0;2;No;24;16/07/2018;16/07/2018 05:47:16;Monday;Yes;Yes;No;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;43509;Ben King;Yes;No;Low;Few;No;26193;Dan Wong;Yes;No;Low;No
131013;Feedsauce;1.0;3;Yes;457;16/07/2018;16/07/2018 08:42:12;Monday;Yes;Yes;No;Medium;Short;No;No;Long;Yes;Yes;No;Yes;1;Yes;No;Yes;263876;Omar Choudhry;Yes;Yes;Low;Few;Yes;263876;Omar Choudhry;Yes;Yes;Low;Yes
131014;YOOtheme Pro;1.0;2;No;16;16/07/2018;16/07/2018 06:00:35;Monday;Yes;No;No;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;508463;Sascha Dube;Yes;Yes;Low;Few;No;508463;Sascha Dube;Yes;Yes;Low;No
131016;stereosense;1.0;2;Yes;46;16/07/2018;17/07/2018 00:00:00;Tuesday;No;No;No;Short;Short;No;No;Medium;No;No;No;Yes;1;No;No;No;29538;Vlad A. Gozman;Yes;Yes;Low;Few;Yes;29538;Vlad A. Gozman;Yes;Yes;Low;Yes
131017;Pull Reminders for GitHub;1.0;4;Yes;336;24/07/2018;24/07/2018 00:00:00;Tuesday;No;No;No;Medium;Short;No;No;Medium;No;Yes;No;No;0;No;No;No;72708;Ben Tossell;Yes;Yes;Good;Satisfactory;Yes;774470;Abi Noda;Yes;Yes;Low;Yes
131018;Pawey;1.0;1;Yes;39;16/07/2018;17/07/2018 00:00:00;Tuesday;No;No;No;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1253946;Jay;Yes;Yes;Low;Few;Yes;1253946;Jay;Yes;Yes;Low;Yes
131020;Emojicom 🤙;1.0;5;Yes;372;19/07/2018;19/07/2018 01:00:00;Thursday;Yes;No;No;Short;Medium;No;No;Medium;No;No;No;Yes;1;No;No;Yes;657940;Mark;Yes;No;Low;Few;Yes;186713;Ennio;Yes;Yes;Low;Yes
