post_id;post_name;version;tags_number;is_featured;score;created_at_day;created_at_daytime;launched_day;is_best_time_to_launch;is_best_day_to_launch;is_weekend;positive_description_sentiment;negative_description_sentiment;discretized_positive_description_score;discretized_negative_description_score;discretized_neutral_description_score;text_description_length;sentence_length_in_the_description;bullet_points_explicit_features;emoji_in_description;tagline_length;emoji_in_tagline;are_there_video;are_there_tweetable_images;are_there_gif_images;number_of_gif;offers;promo_discount_codes;are_there_questions;hunter_id;hunter_name;hunter_has_twitter;hunter_has_website;hunter_followers;hunter_apps_made;hunter_follows_up_on_comments;hunter_is_maker;maker_id;maker_name;maker_has_twitter;maker_has_website;maker_followers;maker_follows_up_on_comments;maker_positive_comment;maker_negative_comment;discretized_maker_positive_comment_score;discretized_maker_negative_comment_score;discretized_maker_neutral_comment_score;others_positive_comment;others_negative_comment;discretized_others_positive_comment_score;discretized_others_negative_comment_score;discretized_others_neutral_comment_score;topic
133782;Deco UI Kit;1.0;4;Yes;236;28/08/2018;29/08/2018 00:00:00;Wednesday;No;No;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;Yes;No;Yes;1;No;No;No;1390014;Christian Morales;No;Yes;Low;Low;No;Yes;1390014;Christian Morales;No;Yes;Low;Yes;2;-2;True;True;False;1;-1;False;False;True;community
133783;Coworking Safari;1.0;0;No;6;28/08/2018;28/08/2018 05:53:25;Tuesday;Yes;Yes;No;3;-1;True;False;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;143014;Simon Lewis;Yes;Yes;Low;Low;No;Yes;143014;Simon Lewis;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133785;Wiseona - Increase CR with over 70%!;1.0;3;No;7;28/08/2018;28/08/2018 05:56:51;Tuesday;Yes;Yes;No;1;-1;False;False;True;Long;Long;No;No;Long;No;No;No;No;0;No;No;No;875735;Rosca Daniel;Yes;Yes;Low;Low;No;Yes;875735;Rosca Daniel;Yes;Yes;Low;Yes;3;-4;True;True;False;1;-1;False;False;True;community
133786;Who Buys Coffee;1.0;3;Yes;120;28/08/2018;29/08/2018 00:00:38;Wednesday;Yes;No;No;3;-2;True;True;False;Long;Short;No;Yes;Medium;No;No;No;No;0;No;No;No;83931;MarketShot;Yes;Yes;Low;Low;No;Yes;83931;MarketShot;Yes;Yes;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;creativity
133788;Discover National Parks;1.0;4;Yes;302;28/08/2018;29/08/2018 00:00:00;Wednesday;No;No;No;3;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;Yes;1;No;No;No;18538;Fahm Sikder;Yes;Yes;Low;Low;No;Yes;18538;Fahm Sikder;Yes;Yes;Low;Yes;4;-1;True;False;False;1;-1;False;False;True;creativity
133789;Really Simple Finance;1.0;3;Yes;34;28/08/2018;29/08/2018 00:00:00;Wednesday;No;No;No;2;-1;True;False;False;Long;Short;No;No;Short;No;No;No;No;0;No;No;Yes;1221403;Marcos Tanaka;Yes;Yes;Low;Low;No;Yes;1221403;Marcos Tanaka;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;community
133790;Tok'n'Talk;2.0;1;Yes;44;28/08/2018;29/08/2018 00:00:00;Wednesday;No;No;No;2;-2;True;True;False;Medium;Short;No;No;Medium;No;Yes;No;No;0;No;No;No;738922;Patryk Adaś;Yes;No;Low;Low;No;Yes;738922;Patryk Adaś;Yes;No;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;web development
133791;MultiGrip Multitool;1.0;6;Yes;61;28/08/2018;29/08/2018 00:01:36;Wednesday;Yes;No;No;2;-2;True;True;False;Long;Medium;No;No;Medium;Yes;No;No;Yes;1;No;No;No;652661;Ankit T. Talwar;No;No;Low;Low;No;Yes;652661;Ankit T. Talwar;No;No;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
133794;Bookmark It;1.0;4;Yes;334;28/08/2018;29/08/2018 00:00:40;Wednesday;Yes;No;No;4;-1;True;False;False;Long;Medium;No;No;Medium;No;Yes;No;No;0;No;No;Yes;927845;Miguel Crespo;No;No;Low;Low;No;Yes;927845;Miguel Crespo;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133795;Voice Discover;1.0;1;No;4;28/08/2018;28/08/2018 08:14:05;Tuesday;Yes;Yes;No;3;-1;True;False;False;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;865510;Daniel Safkow;No;Yes;Low;Low;No;Yes;865510;Daniel Safkow;No;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133799;Easymove;1.0;1;Yes;37;28/08/2018;29/08/2018 00:00:00;Wednesday;No;No;No;2;-2;True;True;False;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;1134490;Emin Aliev;Yes;Yes;Low;Low;No;Yes;1134490;Emin Aliev;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
133800;Founderly;1.0;2;No;2;28/08/2018;28/08/2018 10:34:04;Tuesday;No;Yes;No;3;-2;True;True;False;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;911147;VATTAN;Yes;No;Low;Low;No;Yes;911147;VATTAN;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133802;Customer Onboarding Framework for B2B SaaS;1.0;1;No;5;28/08/2018;28/08/2018 10:55:22;Tuesday;No;Yes;No;1;-2;False;True;False;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;622482;Nilesh Surana;Yes;Yes;Low;Low;No;Yes;622482;Nilesh Surana;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
133803;HitCount;1.0;2;No;2;28/08/2018;28/08/2018 11:43:42;Tuesday;No;Yes;No;2;-1;True;False;False;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1380867;Kesara;Yes;Yes;Low;Medium;No;Yes;1380867;Kesara;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133804;CPU Benchmark;1.0;3;No;2;28/08/2018;28/08/2018 12:19:26;Tuesday;No;Yes;No;2;-1;True;False;False;Long;Short;No;No;Long;No;Yes;No;No;0;No;No;No;262544;Sylvain Saurel;Yes;Yes;Low;Medium;No;Yes;262544;Sylvain Saurel;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133809;Capra Leather;1.0;3;No;3;28/08/2018;28/08/2018 13:59:31;Tuesday;No;Yes;No;3;-2;True;True;False;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;234403;Juan Andrés Quiñones;Yes;Yes;Low;Low;No;Yes;234403;Juan Andrés Quiñones;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133811;Chat Circles;1.0;3;Yes;74;30/08/2018;30/08/2018 00:01:00;Thursday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;Yes;Short;No;No;No;Yes;2;No;No;No;530588;Will Christman;Yes;Yes;Low;Low;No;Yes;530588;Will Christman;Yes;Yes;Low;Yes;5;-2;True;True;False;1;-1;False;False;True;creativity
133813;Mars Effect: The Block Puzzle;1.0;3;No;2;28/08/2018;28/08/2018 14:29:19;Tuesday;No;Yes;No;1;-2;False;True;False;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;33934;Vladimir Ignatev;Yes;No;Low;Low;No;Yes;33934;Vladimir Ignatev;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133814;Principle for Mac 4.0;4.0;8;Yes;442;28/08/2018;29/08/2018 00:00:00;Wednesday;No;No;No;3;-1;True;False;False;Medium;Medium;No;No;Medium;No;No;No;Yes;2;No;No;No;1015240;Miroslaw Zhebryk;Yes;No;Low;Low;No;No;231315;Daniel Hooper;Yes;Yes;Low;No;1;-1;False;False;True;3;-1;True;False;False;creativity
133818;Virgil Security;1.0;4;Yes;53;28/08/2018;05/09/2018 00:00:00;Wednesday;No;No;No;1;-2;False;True;False;Medium;Medium;No;No;Medium;No;Yes;No;No;0;No;No;No;300322;David Szabo;Yes;Yes;Low;Low;Yes;No;1294331;Rebecca Yarbrough;Yes;No;Low;No;1;-1;False;False;True;4;-3;True;True;False;community
133819;Chester Desktop;1.0;1;No;5;28/08/2018;28/08/2018 18:15:27;Tuesday;No;Yes;No;1;-1;False;False;True;Short;Short;Yes;No;Long;No;No;No;No;0;No;No;No;263927;Kevin Lamping;Yes;Yes;Low;Low;No;Yes;263927;Kevin Lamping;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133826;Inspiration Wall;1.0;3;Yes;161;28/08/2018;29/08/2018 01:18:50;Wednesday;Yes;No;No;3;-1;True;False;False;Short;Short;No;No;Long;Yes;No;No;No;0;No;No;No;1401718;Kushtrim;Yes;No;Low;Low;No;Yes;1401718;Kushtrim;Yes;No;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;community
133835;Devo;1.0;5;Yes;191;29/08/2018;29/08/2018 04:24:53;Wednesday;Yes;No;No;2;-2;True;True;False;Long;Short;No;No;Long;No;No;No;No;0;No;No;No;1250222;Burak Karakan;Yes;Yes;Low;Low;No;Yes;1250222;Burak Karakan;Yes;Yes;Low;Yes;5;-2;True;True;False;1;-1;False;False;True;community
133838;Productivity Trackers;1.0;3;No;206;29/08/2018;29/08/2018 01:11:31;Wednesday;Yes;No;No;4;-2;True;True;False;Long;Short;No;No;Long;Yes;No;No;Yes;1;No;No;No;161438;Better Call Jeff;Yes;Yes;Low;Low;Yes;No;1402490;Corrine Dumas;No;No;Low;Yes;5;-3;True;True;False;4;-1;True;False;False;creativity
133844;SparkMaker FHD 3D Printer;1.0;0;Yes;40;29/08/2018;29/08/2018 03:08:20;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;No;No;Long;No;Yes;No;Yes;1;No;No;No;79;Kevin William David;Yes;Yes;Low;Medium;No;No;875930;Roger Li;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133846;Nootry;1.0;3;No;85;29/08/2018;29/08/2018 03:37:07;Wednesday;Yes;No;No;1;-1;False;False;True;Medium;Short;No;No;Long;No;Yes;No;No;0;No;No;Yes;1114229;Eshan Chordia;Yes;No;Low;Low;Yes;No;1399748;Priyansh Chordia;No;No;Low;No;1;-1;False;False;True;4;-2;True;True;False;web development
133847;Encycolorpedia;1.0;4;No;3;29/08/2018;29/08/2018 03:43:17;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;1400697;Martin Gallagher;Yes;Yes;Low;Low;No;Yes;1400697;Martin Gallagher;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
133850;IdeaKeep;1.0;4;No;3;29/08/2018;29/08/2018 04:48:00;Wednesday;Yes;No;No;3;-1;True;False;False;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1401008;Maria Eretnova;No;No;Low;Low;No;Yes;1401008;Maria Eretnova;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
133853;Priceur;1.0;2;No;4;29/08/2018;29/08/2018 05:17:57;Wednesday;Yes;No;No;4;-1;True;False;False;Short;Short;No;No;Long;No;No;No;No;0;No;No;No;54743;Sylvain Josserand;Yes;Yes;Low;Low;No;No;614494;Sly Bridges;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
133854;MoSquatch;1.0;2;No;5;29/08/2018;29/08/2018 05:45:12;Wednesday;Yes;No;No;2;-3;True;True;False;Long;Short;No;No;Medium;No;No;No;No;0;Yes;No;No;46299;Kevin Strasser;Yes;Yes;Low;Low;No;Yes;46299;Kevin Strasser;Yes;Yes;Low;Yes;3;-4;True;True;False;1;-1;False;False;True;web development
133855;The Pilot Project;1.0;1;No;8;29/08/2018;29/08/2018 05:51:03;Wednesday;Yes;No;No;2;-3;True;True;False;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;No;531565;Marc;Yes;No;Low;Medium;No;Yes;531565;Marc;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133856;Digital Information World;1.0;2;No;4;29/08/2018;29/08/2018 06:21:20;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;No;439081;Irfan Ahmad;Yes;Yes;Low;Low;No;Yes;439081;Irfan Ahmad;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133857;Modulate Beta;1.0;2;Yes;218;29/08/2018;30/08/2018 00:00:00;Thursday;No;No;No;2;-1;True;False;False;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;1350016;Michael Pappas;No;Yes;Low;Low;Yes;No;1372642;Carter Huffman;No;No;Low;No;1;-1;False;False;True;3;-4;True;True;False;creativity
133858;upnup;1.0;2;No;5;29/08/2018;29/08/2018 06:22:46;Wednesday;Yes;No;No;3;-1;True;False;False;Medium;Medium;No;No;Medium;Yes;No;Yes;Yes;1;No;No;No;991745;Luis Del Giudice;No;No;Low;Low;Yes;No;1352894;Denisse García;No;Yes;Low;No;1;-1;False;False;True;3;-1;True;False;False;creativity
133861;Telegram 4.9.1;4.9;1;No;6;29/08/2018;29/08/2018 06:47:51;Wednesday;Yes;No;No;3;-2;True;True;False;Long;Medium;No;No;Long;No;No;No;Yes;1;No;No;No;1395084;tokencore;Yes;No;Low;Low;No;No;520015;Pavel Durov;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133862;Edgefolio ResearchEdge;1.0;3;No;3;29/08/2018;29/08/2018 07:00:39;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Medium;No;No;Short;No;No;No;No;0;No;No;No;1400182;Harish Narayanan;No;Yes;Low;Low;No;Yes;1400182;Harish Narayanan;No;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133863;Humemo;1.0;3;Yes;55;29/08/2018;30/08/2018 00:00:00;Thursday;No;No;No;2;-1;True;False;False;Long;Medium;No;No;Short;No;No;No;No;0;No;No;Yes;1338761;Alex Fu;Yes;Yes;Low;Low;No;Yes;1338761;Alex Fu;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;community
133864;Monese Student Current Accounts;1.0;1;No;11;29/08/2018;29/08/2018 07:27:32;Wednesday;Yes;No;No;3;-2;True;True;False;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;412080;Yannis Karagiannidis;No;No;Low;Low;No;No;621825;Norris Koppel;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
133865;How to Start a Blog Complete Guide From Zero Experience to 150,000+ Readers Every Month ✍️ (eBook);1.0;4;No;13;29/08/2018;29/08/2018 07:53:18;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;No;No;Long;No;No;No;No;0;No;No;No;9412;Ionut Neagu;Yes;Yes;Low;Low;No;No;292190;Karol K;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133869;liame;1.0;1;No;4;29/08/2018;29/08/2018 08:17:33;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;Yes;No;Medium;No;No;Yes;No;0;No;No;No;1241901;tj spinks;No;Yes;Low;Low;No;No;16501;tj spinks;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133870;Mideo;1.0;4;Yes;48;29/08/2018;30/08/2018 00:00:00;Thursday;No;No;No;1;-1;False;False;True;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;37443;John Wilson;Yes;Yes;Low;Low;Yes;No;823040;Tyler Anderson;No;No;Low;Yes;3;-1;True;False;False;2;-2;True;True;False;creativity
133871;Chudo;1.0;2;Yes;201;30/08/2018;30/08/2018 00:10:00;Thursday;Yes;No;No;2;-1;True;False;False;Long;Medium;No;No;Long;No;No;Yes;Yes;8;No;No;No;557759;Ashot Gabrelyanov;Yes;Yes;Low;Low;No;Yes;557759;Ashot Gabrelyanov;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;web development
133872;RemoteList;1.0;3;Yes;562;29/08/2018;30/08/2018 00:00:00;Thursday;No;No;No;2;-1;True;False;False;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;545900;Isaac González;Yes;Yes;Low;Low;No;Yes;545900;Isaac González;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;creativity
133877;Emoji Meaning;1.0;2;No;5;29/08/2018;29/08/2018 11:26:37;Wednesday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Short;No;No;No;No;0;No;No;No;1362799;Shabrus Software;Yes;Yes;Low;Low;No;Yes;1362799;Shabrus Software;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
133880;Massage Therapy School;1.0;0;No;2;29/08/2018;29/08/2018 12:23:42;Wednesday;No;No;No;1;-1;False;False;True;Short;Medium;No;No;Long;No;No;Yes;No;0;No;No;No;1377916;Kevin Welling;No;No;Low;Low;No;Yes;1377916;Kevin Welling;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133882;Extreme Productivity Booster XL Pro... for Chrome;1.0;4;No;7;29/08/2018;29/08/2018 12:52:19;Wednesday;No;No;No;1;-1;False;False;True;Medium;Short;No;No;Long;No;No;No;Yes;1;No;No;No;848904;Hristiyan Dodov;Yes;Yes;Low;Medium;No;Yes;848904;Hristiyan Dodov;Yes;Yes;Low;Yes;3;-3;True;True;False;1;-1;False;False;True;web development
133883;Queueme;1.0;2;No;4;29/08/2018;29/08/2018 12:57:44;Wednesday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Short;No;No;No;No;0;No;No;No;1401559;Raghav Ghaiee;No;No;Low;Low;No;Yes;1401559;Raghav Ghaiee;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133884;thread.soy;1.0;2;Yes;73;29/08/2018;30/08/2018 00:00:00;Thursday;No;No;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;No;0;No;No;Yes;81468;Matthew Palmer;Yes;Yes;Low;Low;No;Yes;81468;Matthew Palmer;Yes;Yes;Low;Yes;3;-3;True;True;False;1;-1;False;False;True;creativity
133885;Golang Cafe;1.0;4;No;3;29/08/2018;29/08/2018 13:42:01;Wednesday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Long;No;No;No;No;0;No;No;No;782711;Diego;Yes;Yes;Low;Low;No;Yes;782711;Diego;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133887;FarCloser Travel;1.0;3;Yes;50;04/09/2018;04/09/2018 03:30:00;Tuesday;Yes;Yes;No;2;-1;True;False;False;Long;Medium;No;No;Long;No;No;No;Yes;1;No;No;No;1114220;Natasha Spokes;Yes;Yes;Low;Low;No;Yes;1114220;Natasha Spokes;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;creativity
133888;Mendo;1.0;2;Yes;66;29/08/2018;30/08/2018 00:00:00;Thursday;No;No;No;4;-1;True;False;False;Long;Short;No;No;Long;No;No;No;No;0;No;No;Yes;1020469;Tom Brow;No;Yes;Low;Low;Yes;No;1017239;Justin Krause;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
133889;3geonames;1.0;1;No;3;29/08/2018;29/08/2018 14:48:46;Wednesday;No;No;No;1;-1;False;False;True;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1231351;Ervin Ruci;Yes;Yes;Low;Low;No;Yes;1231351;Ervin Ruci;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133890;Business Reviews Cloud;1.0;2;No;4;29/08/2018;29/08/2018 15:36:09;Wednesday;No;No;No;2;-1;True;False;False;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;1353625;Jake Geckeler;Yes;No;Low;Low;No;Yes;1353625;Jake Geckeler;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
133891;Posture Keeper;1.0;1;No;56;29/08/2018;29/08/2018 15:40:21;Wednesday;No;No;No;2;-4;True;True;False;Long;Short;No;No;Short;No;No;No;No;0;No;No;No;441971;ShirleyTan;Yes;Yes;Low;Low;No;Yes;441971;ShirleyTan;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133893;Open in Figma;1.0;3;Yes;137;29/08/2018;29/08/2018 16:50:17;Wednesday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Long;Yes;Yes;No;No;0;No;No;Yes;158320;Fabrizio Rinaldi;Yes;Yes;Low;Medium;No;Yes;158320;Fabrizio Rinaldi;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
133894;Smartta SliderMini;1.0;3;Yes;61;30/08/2018;30/08/2018 00:00:00;Thursday;No;No;No;4;-2;True;True;False;Long;Medium;No;Yes;Medium;Yes;Yes;No;Yes;1;No;No;No;195179;Nikolai Lebedovsky;Yes;Yes;Low;Low;No;No;1404392;Smartta SliderMini;No;Yes;Low;Yes;3;-1;True;False;False;3;-2;True;True;False;creativity
133895;Culture Your Culture;1.0;5;Yes;116;29/08/2018;29/08/2018 17:16:53;Wednesday;No;No;No;1;-1;False;False;True;Long;Medium;No;No;Long;No;Yes;No;No;0;No;No;No;1385545;Karen Jaw-Madson;Yes;Yes;Low;Low;No;Yes;1385545;Karen Jaw-Madson;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;creativity
133900;Stoiclearner;1.0;2;No;4;29/08/2018;29/08/2018 22:12:09;Wednesday;No;No;No;1;-2;False;True;False;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;591883;akash patro;Yes;Yes;Low;Low;No;Yes;591883;akash patro;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133901;Deviser Platform;1.0;4;No;3;29/08/2018;29/08/2018 22:57:57;Wednesday;No;No;No;2;-2;True;True;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1390862;karthick;Yes;Yes;Low;Low;No;Yes;1390862;karthick;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133903;aijs.rocks;1.0;5;Yes;265;29/08/2018;30/08/2018 01:35:10;Thursday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;No;Medium;No;No;No;Yes;2;No;No;No;798875;Eleanor Haproff;Yes;No;Low;Low;Yes;No;141140;Asim Hussain;Yes;Yes;Low;Yes;3;-1;True;False;False;4;-2;True;True;False;web development
133904;Trim Kim;1.0;2;Yes;115;29/08/2018;29/08/2018 23:21:18;Wednesday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;1377161;Raghav Toshniwal;No;Yes;Low;Low;No;Yes;1377161;Raghav Toshniwal;No;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133908;Spling;1.0;1;No;8;30/08/2018;30/08/2018 00:17:05;Thursday;Yes;No;No;1;-1;False;False;True;Long;Short;No;No;Medium;No;No;No;Yes;1;No;No;No;1098219;Stein Ove Helset;Yes;Yes;Low;Low;No;No;1384742;Stein Ove Helset;Yes;Yes;Low;Yes;4;-3;True;True;False;2;-1;True;False;False;community
133910;The Webflow Masterclass from Ran Segall;1.0;2;No;28;30/08/2018;30/08/2018 00:24:48;Thursday;Yes;No;No;2;-1;True;False;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;Yes;151585;Carlos Montoya;Yes;Yes;Low;Low;No;No;54665;Ran Segall;Yes;Yes;Low;Yes;3;-1;True;False;False;3;-1;True;False;False;creativity
133914;MyChat;1.0;5;Yes;47;30/08/2018;31/08/2018 00:00:00;Friday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Medium;No;No;No;No;0;No;No;No;1261595;Alexey Pikurov;Yes;Yes;Low;Low;No;Yes;1261595;Alexey Pikurov;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;web development
133916;The Ten Most Critical Risks for Serverless Applications (Guide) v1.0;1.0;1;No;9;30/08/2018;30/08/2018 02:14:25;Thursday;Yes;No;No;2;-1;True;False;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1402423;Ory Segal;Yes;Yes;Low;Low;No;Yes;1402423;Ory Segal;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
133919;The Blockchain Bar;1.0;1;No;4;30/08/2018;30/08/2018 03:26:04;Thursday;Yes;No;No;2;-2;True;True;False;Medium;Short;No;No;Medium;Yes;No;No;No;0;No;No;Yes;198128;Martin Breitsprecher;Yes;Yes;Low;Low;Yes;No;1404372;Collin Müller;Yes;Yes;Low;No;1;-1;False;False;True;5;-3;True;True;False;creativity
133921;meetr;1.0;2;Yes;58;30/08/2018;30/08/2018 04:24:53;Thursday;Yes;No;No;3;-2;True;True;False;Long;Short;No;No;Long;No;No;No;Yes;1;No;No;No;13288;Daren Fuchs;Yes;Yes;Low;Low;No;Yes;13288;Daren Fuchs;Yes;Yes;Low;Yes;4;-1;True;False;False;1;-1;False;False;True;creativity
133923;8 Productivity-Boosting Apps for Small Business Owners;1.0;3;No;7;30/08/2018;30/08/2018 05:00:18;Thursday;Yes;No;No;2;-1;True;False;False;Medium;Medium;No;No;Short;No;No;No;No;0;No;No;No;898394;Sruti Raizada;Yes;No;Low;Low;No;Yes;898394;Sruti Raizada;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
133924;Tonic;2.0;4;Yes;179;30/08/2018;31/08/2018 00:00:00;Friday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Short;Yes;Yes;No;No;0;No;No;No;775703;Daniel Kuntz;Yes;Yes;Low;Low;No;Yes;775703;Daniel Kuntz;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;web development
133927;PEAK: Mountain Playing Cards;1.0;2;Yes;45;30/08/2018;30/08/2018 05:53:38;Thursday;Yes;No;No;4;-1;True;False;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;Yes;2889;Mathew Sisson;Yes;Yes;Low;Low;No;Yes;2889;Mathew Sisson;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;creativity
133929;Vergify;1.0;4;Yes;280;30/08/2018;31/08/2018 00:00:00;Friday;No;No;No;2;-1;True;False;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1402745;Jason Archer;Yes;No;Low;Low;No;Yes;1402745;Jason Archer;Yes;No;Low;Yes;4;-2;True;True;False;1;-1;False;False;True;community
133931;Python Playground and Cheatsheet;1.0;3;No;5;30/08/2018;30/08/2018 07:12:54;Thursday;Yes;No;No;1;-1;False;False;True;Medium;Medium;No;No;Medium;No;No;No;No;0;No;No;No;838992;Oleksii Trekhleb;No;Yes;Low;Low;No;No;1404594;Oleksii Trekhleb;Yes;Yes;Low;No;1;-1;False;False;True;3;-1;True;False;False;creativity
133932;Nimble For Good;1.0;2;Yes;128;30/08/2018;31/08/2018 00:00:00;Friday;No;No;No;1;-1;False;False;True;Short;Short;No;No;Medium;No;Yes;No;No;0;No;No;No;47663;Raz Karmi;Yes;Yes;Low;Low;No;No;1290541;Kevin Malinowski;Yes;No;Low;Yes;1;-1;False;False;True;4;-4;True;True;False;creativity
133935;Cookout;1.0;1;Yes;46;30/08/2018;31/08/2018 00:00:00;Friday;No;No;No;3;-1;True;False;False;Long;Short;No;Yes;Medium;No;No;No;No;0;No;No;No;343209;Alex Dixon;Yes;Yes;Low;Low;No;Yes;343209;Alex Dixon;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;web development
133936;Ten Hundred;1.0;1;Yes;327;30/08/2018;31/08/2018 00:00:00;Friday;No;No;No;1;-4;False;True;False;Long;Short;No;No;Long;No;No;Yes;No;0;No;No;No;1046622;YC Chen;No;No;Low;Low;No;Yes;1046622;YC Chen;No;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
