post_id;post_name;version;tags_number;is_featured;score;created_at_day;created_at_daytime;launched_day;is_best_time_to_launch;is_best_day_to_launch;is_weekend;positive_description_sentiment;negative_description_sentiment;discretized_positive_description_score;discretized_negative_description_score;discretized_neutral_description_score;text_description_length;sentence_length_in_the_description;bullet_points_explicit_features;emoji_in_description;tagline_length;emoji_in_tagline;are_there_video;are_there_tweetable_images;are_there_gif_images;number_of_gif;offers;promo_discount_codes;are_there_questions;hunter_id;hunter_name;hunter_has_twitter;hunter_has_website;hunter_followers;hunter_apps_made;hunter_follows_up_on_comments;hunter_is_maker;maker_id;maker_name;maker_has_twitter;maker_has_website;maker_followers;maker_follows_up_on_comments;maker_positive_comment;maker_negative_comment;discretized_maker_positive_comment_score;discretized_maker_negative_comment_score;discretized_maker_neutral_comment_score;others_positive_comment;others_negative_comment;discretized_others_positive_comment_score;discretized_others_negative_comment_score;discretized_others_neutral_comment_score;topic
131976;FYI Desktop;1.0;7;Yes;458;31/07/2018;31/07/2018 00:55:00;Tuesday;Yes;Yes;No;1;-1;False;False;True;Medium;Short;No;No;Medium;Yes;No;No;Yes;1;No;No;Yes;23;Hiten Shah;Yes;Yes;High;High;Yes;No;416772;Marie Prokopets;Yes;No;Low;Yes;4;-1;True;False;False;5;-4;True;True;False;community
131979;AmberVideo;1.0;3;No;5;30/07/2018;30/07/2018 15:13:41;Monday;No;Yes;No;1;-1;False;False;True;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;739010;Alec Dickinson;Yes;Yes;Low;Low;No;Yes;739010;Alec Dickinson;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
131985;Napkin Note;1.0;4;Yes;93;30/07/2018;30/07/2018 16:46:40;Monday;No;Yes;No;3;-1;True;False;False;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;1253030;Steven Blom;No;No;Low;Low;No;Yes;1253030;Steven Blom;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
131989;MAGIC Forecast;1.0;1;No;2;30/07/2018;30/07/2018 19:46:40;Monday;No;Yes;No;2;-1;True;False;False;Long;Long;No;No;Medium;No;No;No;No;0;No;No;No;1351449;Jun Kou;No;No;Low;Low;No;Yes;1351449;Jun Kou;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
131991;Shrimpy.io;1.0;3;Yes;40;30/07/2018;30/07/2018 20:08:12;Monday;No;Yes;No;3;-2;True;True;False;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;18808;Sarah Buhr;Yes;Yes;Low;Low;No;No;1368379;Michael McCarty;No;No;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;community
131994;Janusec Application Gateway;1.0;1;No;2;30/07/2018;30/07/2018 20:20:13;Monday;No;Yes;No;2;-3;True;True;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1360299;Janusec;Yes;Yes;Low;Low;No;Yes;1360299;Janusec;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
131998;Prospect Direct;1.0;2;No;3;30/07/2018;30/07/2018 21:56:02;Monday;No;Yes;No;1;-2;False;True;False;Long;Medium;No;Yes;Medium;No;No;No;No;0;No;No;No;1359188;Mohammed Syed;No;No;Low;Low;No;Yes;1359188;Mohammed Syed;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
131999;Asora Ad-Blocker;1.0;2;Yes;57;19/08/2018;19/08/2018 00:00:00;Sunday;No;No;Yes;2;-2;True;True;False;Medium;Short;No;No;Short;No;Yes;No;Yes;1;No;No;No;1259654;Aziz Ergashev;No;Yes;Low;Low;No;No;642123;Svetlana Ragimova;No;No;Low;No;1;-1;False;False;True;4;-1;True;False;False;community
132001;NFN (Nice Fake News);1.0;3;Yes;51;30/07/2018;30/07/2018 23:22:50;Monday;No;Yes;No;2;-2;True;True;False;Medium;Short;No;No;Medium;No;Yes;No;No;0;No;No;No;572257;Oli Frost;Yes;Yes;Low;Medium;No;Yes;572257;Oli Frost;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
132006;ShareMyWorkout.today;1.0;2;Yes;64;01/08/2018;01/08/2018 00:00:00;Wednesday;No;No;No;1;-1;False;False;True;Long;Short;No;No;Medium;No;No;No;Yes;2;No;No;No;1324889;Jerry Sha;Yes;Yes;Low;Low;No;Yes;1324889;Jerry Sha;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;web development
132024;Help a Scientist;1.0;3;Yes;410;01/08/2018;01/08/2018 00:00:00;Wednesday;No;No;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;Yes;1;No;No;No;452858;David Huang;Yes;Yes;Low;Low;No;Yes;452858;David Huang;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;community
132026;Gitweet;1.0;4;Yes;176;01/08/2018;01/08/2018 00:00:00;Wednesday;No;No;No;1;-1;False;False;True;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1298365;Clément Rigo;Yes;Yes;Low;Low;No;Yes;1298365;Clément Rigo;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;web development
132030;Preely;1.0;4;Yes;326;01/08/2018;01/08/2018 00:00:00;Wednesday;No;No;No;1;-1;False;False;True;Long;Short;No;No;Medium;No;Yes;No;No;0;No;No;No;92283;Divyansh Patel;Yes;Yes;Low;Low;Yes;No;1372446;Sebbe Selvig;No;Yes;Low;Yes;1;-1;False;False;True;4;-1;True;False;False;community
132039;Brandy;2.0;5;Yes;158;01/08/2018;01/08/2018 04:00:29;Wednesday;Yes;No;No;2;-2;True;True;False;Long;Short;No;Yes;Medium;No;No;No;No;0;No;No;No;134576;Nichlas W. Andersen;Yes;Yes;Low;Low;No;Yes;134576;Nichlas W. Andersen;Yes;Yes;Low;Yes;4;-2;True;True;False;1;-1;False;False;True;community
132040;Newgrad;1.0;4;Yes;289;01/08/2018;01/08/2018 00:00:00;Wednesday;No;No;No;2;-2;True;True;False;Long;Short;No;No;Short;No;No;No;No;0;No;No;No;784330;Kash Goudarzi;Yes;No;Low;Low;No;Yes;784330;Kash Goudarzi;Yes;No;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;creativity
132043;GGDE;1.0;3;Yes;96;01/08/2018;01/08/2018 00:00:00;Wednesday;No;No;No;2;-4;True;True;False;Long;Short;No;No;Short;No;No;No;No;0;No;No;Yes;1366613;Gur Ilany;Yes;Yes;Low;Low;No;Yes;1366613;Gur Ilany;Yes;Yes;Low;Yes;2;-2;True;True;False;1;-1;False;False;True;web development
132060;Tilda Icons;1.0;1;Yes;832;01/08/2018;01/08/2018 00:00:00;Wednesday;No;No;No;2;-1;True;False;False;Long;Medium;No;Yes;Long;No;Yes;Yes;Yes;1;No;No;Yes;489069;Vlad Korobov;No;Yes;Low;Low;Yes;No;378946;Nikita Obukhov;Yes;Yes;Low;Yes;4;-3;True;True;False;4;-2;True;True;False;creativity
132063;#SelfCare;1.0;3;Yes;61;01/08/2018;01/08/2018 06:00:00;Wednesday;Yes;No;No;3;-2;True;True;False;Long;Short;No;No;Long;No;Yes;No;Yes;1;No;No;No;1323981;Brie Code;No;No;Low;Low;No;Yes;1323981;Brie Code;No;No;Low;Yes;3;-4;True;True;False;1;-1;False;False;True;creativity
132065;Lifecycle Marketing Software;1.0;1;Yes;26;06/08/2018;06/08/2018 07:00:00;Monday;Yes;No;No;1;-1;False;False;True;Short;Short;Yes;No;Medium;No;No;No;No;0;No;No;No;1365591;David Taitelbaum;Yes;Yes;Low;Low;No;Yes;1365591;David Taitelbaum;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132071;Submarine Popper;1.0;2;Yes;39;01/08/2018;01/08/2018 02:29:35;Wednesday;Yes;No;No;3;-1;True;False;False;Medium;Short;No;No;Medium;No;No;No;No;0;No;No;No;911494;Andreas Wik;Yes;Yes;Low;Low;No;Yes;911494;Andreas Wik;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132079;Code Bits;1.0;1;Yes;263;01/08/2018;01/08/2018 00:03:00;Wednesday;Yes;No;No;3;-2;True;True;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;Yes;875685;Erik Rood;Yes;Yes;Low;Low;Yes;No;317951;Crystal Rood;Yes;No;Low;No;1;-1;False;False;True;3;-2;True;True;False;creativity
132083;Taler;1.0;1;Yes;219;02/08/2018;02/08/2018 00:00:00;Thursday;No;No;No;1;-2;False;True;False;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1100793;kyungho kim;Yes;Yes;Low;Low;No;Yes;1100793;kyungho kim;Yes;Yes;Low;Yes;1;-1;False;False;True;1;-1;False;False;True;community
132087;ProofCafe;1.0;3;Yes;63;01/08/2018;01/08/2018 00:01:00;Wednesday;Yes;No;No;1;-1;False;False;True;Long;Short;No;No;Long;No;Yes;No;No;0;No;No;Yes;18280;Chris Messina;Yes;Yes;Medium;Medium;No;No;1206860;Dhan;No;Yes;Low;Yes;4;-3;True;True;False;1;-1;False;False;True;community
132088;The Travel Line by Peak Design;1.0;6;Yes;104;01/08/2018;01/08/2018 00:01:00;Wednesday;Yes;No;No;2;-1;True;False;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;18280;Chris Messina;Yes;Yes;Medium;Medium;No;No;606133;Elish Patel;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
132095;More Plants Chrome Extension;1.0;2;Yes;46;01/08/2018;01/08/2018 00:00:41;Wednesday;Yes;No;No;1;-2;False;True;False;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;380640;donald hanson;Yes;Yes;Low;Low;No;Yes;380640;donald hanson;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132096;Upvote Bell;1.0;2;Yes;194;01/08/2018;01/08/2018 00:01:05;Wednesday;Yes;No;No;1;-1;False;False;True;Long;Medium;No;No;Long;No;Yes;Yes;No;0;No;No;No;717370;Nikolay Siabrenko;Yes;Yes;Low;Low;No;Yes;717370;Nikolay Siabrenko;Yes;Yes;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;web development
132098;Boookmarks;1.0;1;No;16;01/08/2018;01/08/2018 00:01:21;Wednesday;Yes;No;No;2;-1;True;False;False;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;820278;Jarrod Cugley;Yes;Yes;Low;Low;No;Yes;820278;Jarrod Cugley;Yes;Yes;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;creativity
132099;Gamified Apps List;1.0;2;No;10;01/08/2018;01/08/2018 00:06:28;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;No;No;Long;No;No;No;Yes;1;No;No;No;245758;Roman Papush;Yes;Yes;Low;Low;No;Yes;245758;Roman Papush;Yes;Yes;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
132107;Global Wine Score API;1.0;3;No;3;01/08/2018;01/08/2018 00:49:26;Wednesday;Yes;No;No;1;-1;False;False;True;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;1367629;Lauren Flynn;No;No;Low;Low;No;No;1367587;TheGlobalWineScore;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132109;Codier;1.0;3;No;41;01/08/2018;01/08/2018 00:57:20;Wednesday;Yes;No;No;1;-2;False;True;False;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1368140;Kenan Yusuf;Yes;Yes;Low;Low;No;Yes;1368140;Kenan Yusuf;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132112;Replacer Theme;1.0;0;Yes;103;01/08/2018;01/08/2018 01:34:48;Wednesday;Yes;No;No;3;-1;True;False;False;Long;Long;No;No;Long;No;No;Yes;No;0;No;No;No;79;Kevin William David;Yes;Yes;Low;Medium;No;No;259588;Alexey Likhobabin;Yes;Yes;Low;Yes;2;-2;True;True;False;3;-1;True;False;False;community
132113;Conrad;1.0;3;Yes;51;01/08/2018;01/08/2018 01:35:52;Wednesday;Yes;No;No;1;-2;False;True;False;Medium;Short;No;No;Short;No;No;No;No;0;No;No;Yes;353624;Michał Sędzielewski;Yes;Yes;Low;Low;Yes;No;1370613;Marcin Ślęzak;Yes;No;Low;No;1;-1;False;False;True;2;-1;True;False;False;community
132114;SendAFriend;2.0;1;No;3;01/08/2018;01/08/2018 01:43:18;Wednesday;Yes;No;No;1;-1;False;False;True;Medium;Short;No;No;Long;No;No;No;Yes;1;No;No;No;1351755;Tyler Macke;No;Yes;Low;Low;No;Yes;1351755;Tyler Macke;No;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
132117;ShutterCheck;1.0;2;Yes;179;01/08/2018;01/08/2018 02:00:51;Wednesday;Yes;No;No;2;-1;True;False;False;Long;Medium;No;Yes;Long;No;No;No;No;0;No;No;Yes;9825;Konstantin Pavlikhin;Yes;Yes;Low;Low;No;Yes;9825;Konstantin Pavlikhin;Yes;Yes;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
132118;Redirect.pizza;1.0;2;No;4;01/08/2018;01/08/2018 02:47:47;Wednesday;Yes;No;No;2;-2;True;True;False;Long;Short;No;Yes;Medium;Yes;No;No;No;0;No;No;No;1366136;Michel Bardelmeijer;No;Yes;Low;Low;No;No;1370896;Ron Kesting;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132119;Wibmopay;1.0;5;No;7;01/08/2018;01/08/2018 02:49:56;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Medium;No;No;Medium;No;No;No;No;0;No;No;Yes;459750;Siddhant Tiwari;Yes;Yes;Low;Low;Yes;No;673497;Rohit Taneja;Yes;Yes;Low;No;1;-1;False;False;True;3;-2;True;True;False;community
132120;Parcar;1.0;1;No;2;01/08/2018;01/08/2018 02:55:49;Wednesday;Yes;No;No;1;-2;False;True;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;1363568;Luis Ernesto Assandri;Yes;Yes;Low;Low;No;Yes;1363568;Luis Ernesto Assandri;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132122;Security Token Offering (STO);1.0;2;No;2;01/08/2018;01/08/2018 03:14:27;Wednesday;Yes;No;No;2;-1;True;False;False;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;1124418;Jack👔;Yes;Yes;Low;Low;No;No;1233569;Steve Austin;No;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132123;The Vue.js Essentials Online Course;1.0;3;No;12;01/08/2018;01/08/2018 03:27:15;Wednesday;Yes;No;No;1;-2;False;True;False;Long;Short;No;Yes;Long;No;No;No;Yes;1;No;No;No;68829;Flavio Copes;Yes;Yes;Low;Low;No;Yes;68829;Flavio Copes;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132124;Subba Cultcha;1.0;1;No;3;01/08/2018;01/08/2018 03:37:07;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;Yes;No;Medium;No;No;No;No;0;No;No;No;541384;Serhad iletir;Yes;Yes;Low;Low;No;No;1371161;Mark Jennings;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132125;JobPatrol;1.0;1;No;3;01/08/2018;01/08/2018 04:04:06;Wednesday;Yes;No;No;2;-1;True;False;False;Long;Short;No;No;Medium;No;No;No;No;0;No;No;No;56502;Simone Masiero;Yes;Yes;Low;Low;No;Yes;56502;Simone Masiero;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132126;ToGather;1.0;1;No;3;01/08/2018;01/08/2018 04:18:35;Wednesday;Yes;No;No;2;-1;True;False;False;Medium;Medium;No;No;Short;No;No;No;No;0;No;No;No;1365225;Reeya Desai;No;No;Low;Low;No;Yes;1365225;Reeya Desai;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132133;Flowries;1.0;4;Yes;175;01/08/2018;02/08/2018 00:00:00;Thursday;No;No;No;3;-2;True;True;False;Medium;Short;No;No;Short;No;Yes;No;No;0;No;No;No;1313569;Supun Gothama;Yes;Yes;Low;Low;No;Yes;1313569;Supun Gothama;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132134;EMPLEE;1.0;1;No;4;01/08/2018;01/08/2018 07:13:57;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;Yes;No;Long;No;No;No;No;0;No;No;No;1365454;EMPLEE;Yes;Yes;Low;Low;No;No;1367995;Sven Magnus Degener;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132135;Design your Merch in 360 degree;1.0;4;No;3;01/08/2018;01/08/2018 08:06:25;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Medium;No;No;Long;No;No;No;No;0;No;No;No;298936;NIRMAL DAYARAMANI;Yes;Yes;Low;Low;No;Yes;298936;NIRMAL DAYARAMANI;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
132136;Window Seater;1.0;3;Yes;248;01/08/2018;01/08/2018 08:12:42;Wednesday;Yes;No;No;3;-1;True;False;False;Long;Short;No;No;Long;No;Yes;No;Yes;1;No;No;Yes;1046011;Pete Silvester;No;Yes;Low;Low;Yes;No;890459;Richard Edwards;Yes;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132137;GoldenChaos-BTT;1.0;1;No;4;01/08/2018;01/08/2018 08:12:53;Wednesday;Yes;No;No;3;-1;True;False;False;Medium;Medium;No;No;Long;No;No;No;No;0;No;No;No;66485;Jason Rappaport;Yes;Yes;Low;Low;No;Yes;66485;Jason Rappaport;Yes;Yes;Low;Yes;5;-3;True;True;False;1;-1;False;False;True;creativity
132138;Gradient Tabs;1.0;2;No;4;01/08/2018;01/08/2018 08:15:25;Wednesday;Yes;No;No;3;-1;True;False;False;Short;Medium;No;No;Medium;No;Yes;No;No;0;No;No;No;1260887;Franco Maldonado;No;Yes;Low;Low;Yes;No;680611;Lucas Maldonado;Yes;No;Low;No;1;-1;False;False;True;3;-2;True;True;False;community
132139;YaDoggie Fresh;1.0;1;No;14;01/08/2018;01/08/2018 08:17:28;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;Yes;No;Long;No;No;No;No;0;No;No;No;29402;Kevin Brown;Yes;Yes;Low;Low;No;No;85108;Sol Lipman;Yes;Yes;Low;No;1;-1;False;False;True;4;-1;True;False;False;creativity
132140;Card Counter - Tally Counter;1.0;1;No;4;01/08/2018;01/08/2018 08:22:15;Wednesday;Yes;No;No;1;-1;False;False;True;Short;Short;Yes;No;Short;No;No;No;No;0;No;No;No;907597;Andy Giovanny Febrianto;No;No;Low;Low;No;Yes;907597;Andy Giovanny Febrianto;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132143;12 Colors Photo Colors Palette tool;1.0;1;No;3;01/08/2018;01/08/2018 08:25:13;Wednesday;Yes;No;No;1;-2;False;True;False;Long;Medium;No;No;Short;No;No;No;No;0;No;No;No;1353948;Yassine Fathi;No;No;Low;Low;No;Yes;1353948;Yassine Fathi;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
132144;Q-CHAT AI;1.0;2;No;3;01/08/2018;01/08/2018 08:45:12;Wednesday;Yes;No;No;1;-2;False;True;False;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1278242;Tiago Vasconcelos;Yes;Yes;Low;Low;No;Yes;1278242;Tiago Vasconcelos;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132151;WhatsApp Business solution now on Nexmo APIs;1.0;0;No;8;01/08/2018;01/08/2018 09:11:30;Wednesday;No;No;No;1;-1;False;False;True;Medium;Short;No;No;Short;No;No;Yes;No;0;No;No;No;4715;Hugh Hopkins;Yes;Yes;Low;Low;No;Yes;4715;Hugh Hopkins;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
132152;Simpli;2.0;4;No;6;01/08/2018;01/08/2018 09:23:02;Wednesday;No;No;No;4;-1;True;False;False;Medium;Long;No;No;Medium;No;No;No;No;0;No;No;No;1367594;Piotr Podgorski;Yes;Yes;Low;Low;No;Yes;1367594;Piotr Podgorski;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132154;Blocks Edit;1.0;2;No;7;01/08/2018;01/08/2018 09:25:51;Wednesday;No;No;No;1;-2;False;True;False;Medium;Short;No;No;Medium;No;Yes;No;No;0;No;No;Yes;731924;Ovi Demetrian Jr;Yes;Yes;Low;Low;No;Yes;731924;Ovi Demetrian Jr;Yes;Yes;Low;Yes;2;-2;True;True;False;1;-1;False;False;True;community
132156;Movie Pal;1.0;3;No;5;01/08/2018;01/08/2018 09:43:14;Wednesday;No;No;No;3;-1;True;False;False;Long;Medium;Yes;No;Long;No;No;No;No;0;No;No;No;1342879;Μηνάς Μηνά;No;No;Low;Low;No;Yes;1342879;Μηνάς Μηνά;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132162;Team Time Zone Pro;1.0;1;No;3;01/08/2018;01/08/2018 11:49:40;Wednesday;No;No;No;1;-1;False;False;True;Short;Short;Yes;No;Long;No;No;No;No;0;No;No;No;787550;Lluis Fons Duocastella;No;No;Low;Low;No;Yes;787550;Lluis Fons Duocastella;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132163;CardCast;1.0;8;Yes;57;01/08/2018;01/08/2018 11:52:30;Wednesday;No;No;No;1;-1;False;False;True;Medium;Short;No;No;Long;Yes;No;Yes;No;0;No;No;No;1365517;Henry Popp;No;No;Low;Low;Yes;No;1371788;Tyler Hurst;No;No;Low;No;1;-1;False;False;True;3;-4;True;True;False;community
132168;RigShare;1.0;3;Yes;85;01/08/2018;01/08/2018 12:29:45;Wednesday;No;No;No;3;-1;True;False;False;Long;Short;No;No;Short;No;No;No;No;0;No;No;No;1370196;Thiery Laverdure;No;No;Low;Low;Yes;No;107771;Thiery Laverdure;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;web development
132173;Craftwork Unlimited Access;1.0;3;Yes;226;01/08/2018;02/08/2018 06:00:00;Thursday;Yes;No;No;3;-3;True;True;False;Long;Short;No;No;Long;No;No;No;No;0;No;No;Yes;55668;Denis Shepovalov;Yes;Yes;Low;Medium;No;Yes;55668;Denis Shepovalov;Yes;Yes;Low;Yes;3;-3;True;True;False;1;-1;False;False;True;creativity
132174;MailFly;1.0;1;No;7;01/08/2018;01/08/2018 13:23:43;Wednesday;No;No;No;2;-2;True;True;False;Medium;Short;No;No;Short;Yes;No;No;No;0;No;No;No;997915;Farhan Rizvi;No;No;Low;Low;No;Yes;997915;Farhan Rizvi;No;No;Low;Yes;2;-4;True;True;False;1;-1;False;False;True;community
132175;Klara;2.0;2;Yes;289;01/08/2018;03/08/2018 00:00:00;Friday;No;No;No;1;-2;False;True;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;Yes;1352754;Tadas Legota;No;No;Low;Low;No;Yes;1352754;Tadas Legota;No;No;Low;Yes;2;-1;True;False;False;1;-1;False;False;True;creativity
132180;Blue and Silver MOVA Globe;1.0;3;No;4;01/08/2018;01/08/2018 15:59:49;Wednesday;No;No;No;2;-2;True;True;False;Long;Short;No;No;Long;No;No;No;Yes;3;No;No;No;1035797;Tori Heppermann;No;No;Low;Low;No;Yes;1035797;Tori Heppermann;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;creativity
132181;Away Mode;1.0;5;Yes;502;02/08/2018;02/08/2018 00:03:00;Thursday;Yes;No;No;1;-2;False;True;False;Short;Medium;No;No;Medium;No;No;No;Yes;1;No;No;No;195055;Daniel Greenberg;Yes;Yes;Low;Medium;Yes;No;74560;Gabriel Whaley;Yes;Yes;Low;No;1;-1;False;False;True;5;-4;True;True;False;creativity
132183;Wordcounter for Google Docs;1.0;2;Yes;365;01/08/2018;02/08/2018 00:02:28;Thursday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;No;Long;No;No;No;No;0;No;No;No;3269;Sahil Lavingia;Yes;Yes;Low;Low;No;Yes;3269;Sahil Lavingia;Yes;Yes;Low;Yes;2;-1;True;False;False;1;-1;False;False;True;community
132184;Borneosoft Online Forms;1.0;2;No;5;01/08/2018;01/08/2018 17:49:42;Wednesday;No;No;No;2;-1;True;False;False;Long;Long;No;No;Long;No;Yes;No;No;0;No;No;No;1358286;Luke;No;No;Low;Low;No;Yes;1358286;Luke;No;No;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132187;HEDGEFUN;1.0;1;No;3;01/08/2018;01/08/2018 21:00:35;Wednesday;No;No;No;2;-1;True;False;False;Long;Medium;No;No;Medium;No;No;No;No;0;No;No;No;1360994;Wilfredo Picota;Yes;Yes;Low;Low;No;Yes;1360994;Wilfredo Picota;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132189;Medium Widget;2.0;2;Yes;119;01/08/2018;02/08/2018 02:39:23;Thursday;Yes;No;No;2;-1;True;False;False;Medium;Short;No;No;Medium;No;No;No;Yes;1;No;No;No;859411;Alex Barashkov;No;No;Low;Low;No;Yes;859411;Alex Barashkov;No;No;Low;Yes;3;-1;True;False;False;1;-1;False;False;True;web development
132191;Rewardful;1.0;3;Yes;703;02/08/2018;02/08/2018 03:25:11;Thursday;Yes;No;No;2;-2;True;True;False;Long;Medium;No;No;Long;No;No;No;No;0;No;No;No;310497;Brady Cassidy;Yes;Yes;Low;Low;Yes;No;79337;Kyle Fox;Yes;Yes;Low;Yes;4;-3;True;True;False;4;-4;True;True;False;creativity
132194;Now Mobile;1.0;5;Yes;508;02/08/2018;02/08/2018 00:17:44;Thursday;Yes;No;No;1;-1;False;False;True;Short;Short;No;No;Long;No;No;No;Yes;1;No;No;Yes;949559;Max;Yes;Yes;Low;Low;No;Yes;949559;Max;Yes;Yes;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;community
132198;Everydime;1.0;1;Yes;223;03/08/2018;03/08/2018 00:00:00;Friday;No;No;No;3;-2;True;True;False;Long;Short;No;No;Long;No;Yes;No;Yes;1;No;No;No;1233627;Nikhil Garg;Yes;Yes;Low;Low;No;Yes;1233627;Nikhil Garg;Yes;Yes;Low;No;1;-1;False;False;True;1;-1;False;False;True;community
132203;ClapCharts;1.0;5;Yes;426;02/08/2018;02/08/2018 01:43:49;Thursday;Yes;No;No;2;-1;True;False;False;Long;Medium;No;No;Short;No;Yes;No;Yes;3;Yes;No;Yes;823180;Axel Destagnol;No;No;Low;Low;Yes;No;829280;Joachim Mercier;No;Yes;Low;Yes;3;-1;True;False;False;4;-2;True;True;False;creativity
132213;Stop Twit Go Ship;1.0;3;Yes;118;02/08/2018;02/08/2018 06:57:50;Thursday;Yes;No;No;4;-2;True;True;False;Medium;Short;No;Yes;Long;No;No;No;Yes;2;No;No;No;421931;William;Yes;Yes;Low;Medium;No;Yes;421931;William;Yes;Yes;Low;Yes;3;-2;True;True;False;1;-1;False;False;True;creativity
132215;idée;1.0;1;Yes;514;03/08/2018;03/08/2018 00:00:00;Friday;No;No;No;2;-2;True;True;False;Long;Short;No;Yes;Short;No;No;No;No;0;No;No;No;1194943;Chris Gaszynski;No;No;Low;Low;Yes;No;1286345;Krzysztof Misztal;No;No;Low;No;1;-1;False;False;True;4;-2;True;True;False;creativity
132227;Quartz V5;5.0;4;Yes;340;03/08/2018;03/08/2018 00:00:00;Friday;No;No;No;2;-1;True;False;False;Short;Short;No;No;Short;No;No;No;No;0;No;No;No;47663;Raz Karmi;Yes;Yes;Low;Low;No;No;160490;Zach Seward;Yes;Yes;Low;No;1;-1;False;False;True;4;-3;True;True;False;creativity
