version;tags_number;is_featured;score;is_best_time_to_launch;is_best_day_to_launch;is_weekend;positive_description_sentiment;negative_description_sentiment;text_description_length;sentence_length_in_the_description;bullet_points_explicit_features;emoji_in_description;tagline_length;emoji_in_tagline;are_there_video;are_there_tweetable_images;are_there_gif_images;number_of_gif;offers;promo_discount_codes;are_there_questions;hunter_has_twitter;hunter_has_website;hunter_followers;hunter_apps_made;hunter_follows_up_on_comments;maker_has_twitter;maker_has_website;maker_followers;maker_started_comment_thread;maker_comment_ratio;thread_length;hunter_is_maker;maker_positive_comment;maker_negative_comment;others_positive_comment;others_negative_comment;topic
-0.252493183220168;1.0966490933393394;No;-0.57790005477379;Yes;Yes;No;True;True;Short;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;No;-0.5857402631793835;Yes;No;No;False;True;Long;Medium;No;No;Medium;Yes;No;No;Yes;1.7709192665741462;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;creativity
-0.252493183220168;-1.1047401479439996;No;-0.5857402631793835;Yes;Yes;No;False;True;Medium;Long;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-1.6550874582648343;No;-0.5935804715849771;Yes;Yes;No;False;False;Medium;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;0.5463017830185046;No;-0.5896603673821803;Yes;Yes;No;True;True;Long;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;No;-0.5857402631793835;Yes;Yes;No;False;True;Medium;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;1.0966490933393394;No;-0.5896603673821803;Yes;Yes;No;False;False;Long;Medium;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;True;False;False;community
-0.252493183220168;0.5463017830185046;Yes;-0.4132556782563261;No;No;No;True;False;Long;Medium;No;No;Medium;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.06355653855789019;Yes;True;False;False;False;community
-0.252493183220168;1.0966490933393394;No;-0.5857402631793835;Yes;Yes;No;False;False;Long;Medium;No;No;Medium;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;Yes;1.6013029626443904;-0.19059775977931434;Yes;True;True;False;False;community
-0.252493183220168;-1.1047401479439996;No;-0.5857402631793835;No;Yes;No;True;True;Short;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
2.518558491694069;-0.5543928376231648;No;-0.5857402631793835;No;Yes;No;True;False;Short;Short;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;-0.5543928376231648;Yes;-0.4877376581094645;Yes;No;No;True;False;Short;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;Yes;No;No;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;-1.1047401479439996;No;-0.5857402631793835;No;No;No;False;False;Long;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
1.1330326542369504;-0.5543928376231648;No;-0.5818201589765868;No;Yes;No;True;False;Long;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;No;-0.5857402631793835;No;Yes;No;True;False;Medium;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
1.1330326542369504;1.0966490933393394;Yes;0.08067745129606571;Yes;No;No;True;False;Long;Short;No;No;Short;No;Yes;No;Yes;0.6507938291863145;No;No;Yes;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;2.0967909252555263;Yes;True;True;False;False;web development
-0.252493183220168;0.5463017830185046;No;-0.5857402631793835;No;Yes;No;False;False;Long;Long;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;-1.1047401479439996;No;-0.5818201589765868;No;Yes;No;True;False;Short;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;1.646996403660174;No;-0.57790005477379;No;Yes;No;False;False;Long;Medium;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;Yes;No;No;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;web development
-0.252493183220168;-0.004045527302330114;No;-0.5739799505709933;No;Yes;No;True;False;Long;Medium;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;Yes;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;True;False;False;creativity
-0.252493183220168;1.646996403660174;No;-0.5700598463681965;No;Yes;No;True;True;Medium;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;True;False;False;web development
-0.252493183220168;-1.1047401479439996;No;-0.5543794295570095;Yes;No;No;False;False;Short;Short;No;No;Short;No;No;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;creativity
-0.252493183220168;1.646996403660174;Yes;-0.17412932188572372;Yes;Yes;No;False;False;Medium;Medium;No;No;Long;No;No;No;Yes;2.891044703961978;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.44475205811651886;Yes;False;False;False;False;creativity
2.518558491694069;3.298038334622678;No;-0.546539221151416;Yes;Yes;No;True;False;Long;Short;No;No;Medium;No;No;No;Yes;4.01117014134981;Yes;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;0.06355653855789019;No;True;False;True;True;community
1.1330326542369504;-0.5543928376231648;No;-0.5857402631793835;Yes;Yes;No;False;False;Short;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;No;Low;No;-0.4647961339469506;-0.3176749089479166;No;True;False;True;False;community
-0.252493183220168;1.0966490933393394;Yes;0.5471698514288802;Yes;Yes;No;False;True;Short;Short;No;No;Medium;Yes;No;No;Yes;0.6507938291863145;No;No;Yes;Yes;Yes;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;1.9697137760869243;No;False;False;True;True;creativity
-0.252493183220168;-1.1047401479439996;No;-0.57790005477379;Yes;Yes;No;True;False;Long;Medium;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;No;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;No;-0.5818201589765868;Yes;Yes;No;True;False;Medium;Short;No;No;Long;Yes;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;community
-0.252493183220168;0.5463017830185046;No;-0.5739799505709933;Yes;Yes;No;False;True;Long;Short;No;No;Long;Yes;Yes;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.44475205811651886;No;False;False;True;True;creativity
-0.252493183220168;-0.5543928376231648;Yes;-0.38973505303954553;Yes;Yes;No;False;False;Short;Short;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.19059775977931434;No;False;False;True;True;community
-0.252493183220168;-1.1047401479439996;No;-0.5857402631793835;Yes;No;No;False;False;Medium;Medium;No;No;Medium;No;Yes;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;Yes;No;No;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;False;False;False;web development
-0.252493183220168;1.0966490933393394;No;-0.562219637962603;Yes;Yes;No;True;False;Medium;Short;No;No;Long;No;No;No;Yes;2.891044703961978;No;No;No;No;No;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.44475205811651886;No;False;False;True;True;creativity
-0.252493183220168;0.5463017830185046;No;-0.5818201589765868;Yes;Yes;No;True;False;Long;Medium;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;No;-0.5739799505709933;Yes;No;No;True;True;Long;Medium;No;Yes;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;True;False;False;False;web development
-0.252493183220168;-0.004045527302330114;No;-0.57790005477379;Yes;Yes;No;True;False;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;True;False;False;community
3.9040843291511877;-1.1047401479439996;Yes;-0.29565255217242326;No;No;No;False;False;Short;Short;No;No;Medium;No;No;Yes;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.44475205811651886;Yes;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;Yes;-0.47597734550107423;Yes;Yes;No;True;True;Long;Short;No;No;Short;No;Yes;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;creativity
-0.252493183220168;-0.004045527302330114;Yes;-0.1545288008717399;No;No;No;False;False;Long;Short;No;No;Medium;No;No;No;No;-0.46933160820151737;No;No;No;No;No;Low;Low;Yes;No;No;Low;No;-0.4647961339469506;-0.06352061061071207;No;False;False;True;True;creativity
-0.252493183220168;-0.5543928376231648;No;-0.5818201589765868;Yes;Yes;No;True;False;Medium;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;-1.1047401479439996;No;-0.5543794295570095;Yes;Yes;No;True;False;Long;Short;No;No;Long;No;Yes;Yes;Yes;6.251421016125474;No;No;No;Yes;Yes;Low;Low;No;No;No;Low;Yes;2.634197561255301;-0.44475205811651886;No;True;True;False;False;creativity
-0.252493183220168;0.5463017830185046;No;-0.5073381791234484;No;Yes;No;False;False;Short;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;1.646996403660174;Yes;0.42172651693938384;No;No;No;True;True;Long;Short;No;No;Medium;No;No;No;Yes;0.6507938291863145;No;No;No;No;Yes;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;0.06355653855789019;No;False;False;True;True;creativity
-0.252493183220168;-0.004045527302330114;No;-0.5661397421653998;No;Yes;No;False;True;Medium;Short;No;No;Medium;No;Yes;No;Yes;0.6507938291863145;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;True;False;False;web development
-0.252493183220168;0.5463017830185046;Yes;-0.2642917185500492;No;No;No;False;True;Long;Short;No;No;Short;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;web development
-0.252493183220168;0.5463017830185046;Yes;0.7314147489603279;Yes;No;No;True;False;Medium;Medium;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;No;Low;Low;No;No;No;Low;No;-0.4647961339469506;-0.19059775977931434;No;False;False;True;False;web development
-0.252493183220168;-0.004045527302330114;No;-0.5818201589765868;No;Yes;No;False;False;Medium;Medium;No;No;Short;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;No;Yes;No;Low;No;-0.4647961339469506;-0.5718292072851211;No;False;False;False;False;creativity
-0.252493183220168;-0.5543928376231648;Yes;0.31588370346387135;No;Yes;No;True;True;Long;Short;No;No;Long;No;No;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Low;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.5718292072851211;Yes;False;False;False;False;community
-0.252493183220168;1.0966490933393394;No;-0.5857402631793835;No;Yes;No;False;False;Long;Medium;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;True;False;False;creativity
1.1330326542369504;1.0966490933393394;Yes;-0.47597734550107423;Yes;No;No;False;True;Medium;Short;No;No;Long;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;No;-0.4647961339469506;-0.3176749089479166;Yes;False;False;False;False;creativity
-0.252493183220168;1.0966490933393394;No;-0.5857402631793835;No;Yes;No;True;False;Medium;Medium;No;No;Short;No;Yes;No;No;-0.46933160820151737;No;No;No;Yes;Yes;Low;Medium;Yes;Yes;Yes;Low;Yes;2.634197561255301;-0.44475205811651886;Yes;True;True;False;False;creativity
-0.252493183220168;-0.5543928376231648;Yes;-0.24469119753606539;No;No;No;False;False;Short;Medium;No;No;Short;No;No;No;Yes;0.6507938291863145;No;No;Yes;Yes;No;Low;Low;Yes;Yes;No;Low;No;-0.4647961339469506;2.8592538202671403;Yes;True;False;False;False;web development
